Service is recall at 18/06/2022 18:52:51
 trade date 18/06/2022 19:33:02 period 4 volume:19.9753441940878
 trade date 18/06/2022 19:33:02 period 5 volume:783.177254620556
 trade date 18/06/2022 19:33:02 period 6 volume:399.460449069487
 trade date 18/06/2022 19:33:02 period 7 volume:799.082150589247
 trade date 18/06/2022 19:33:02 period 8 volume:393.631600026801
 trade date 18/06/2022 19:33:02 period 9 volume:867.904018083543
 trade date 18/06/2022 19:33:02 period 10 volume:179.078913377169
 trade date 18/06/2022 19:33:02 period 11 volume:614.576860151522
 trade date 18/06/2022 19:33:02 period 12 volume:696.952705596086
 trade date 18/06/2022 19:33:02 period 13 volume:630.185500080784
 trade date 18/06/2022 19:33:02 period 14 volume:590.180772631513
 trade date 18/06/2022 19:33:02 period 15 volume:930.879815915078
 trade date 18/06/2022 19:33:02 period 16 volume:345.205804028178
 trade date 18/06/2022 19:33:02 period 17 volume:409.219240960301
 trade date 18/06/2022 19:33:02 period 18 volume:775.88857513661
 trade date 18/06/2022 19:33:02 period 19 volume:733.715076341161
 trade date 18/06/2022 19:33:02 period 20 volume:590.245001292902
 trade date 18/06/2022 19:33:02 period 21 volume:853.707776802456
 trade date 18/06/2022 19:33:02 period 22 volume:645.387362057989
 trade date 18/06/2022 19:33:02 period 23 volume:721.712972839229
 trade date 18/06/2022 19:33:02 period 24 volume:649.614814040072
 trade date 18/06/2022 19:33:02 period 1 volume:773.464343405079
 trade date 18/06/2022 19:33:02 period 2 volume:97.6862493426009
 trade date 18/06/2022 19:33:02 period 3 volume:540.473658377525
 trade date 18/06/2022 19:33:02 period 4 volume:994.23557053983
 trade date 18/06/2022 19:33:02 period 5 volume:245.575353151921
 trade date 18/06/2022 19:33:02 period 6 volume:695.685274291637
 trade date 18/06/2022 19:33:02 period 7 volume:442.196860184053
 trade date 18/06/2022 19:33:02 period 8 volume:275.694562250606
 trade date 18/06/2022 19:33:02 period 9 volume:635.8122074212
 trade date 18/06/2022 19:33:02 period 10 volume:254.489475979698
 trade date 18/06/2022 19:33:02 period 11 volume:144.318684071451
 trade date 18/06/2022 19:33:02 period 12 volume:638.193266763442
 trade date 18/06/2022 19:33:02 period 13 volume:798.581324423934
 trade date 18/06/2022 19:33:02 period 14 volume:302.760624467749
 trade date 18/06/2022 19:33:02 period 15 volume:199.64268766327
 trade date 18/06/2022 19:33:02 period 16 volume:910.774313803191
 trade date 18/06/2022 19:33:02 period 17 volume:991.291853595195
 trade date 18/06/2022 19:33:02 period 18 volume:191.496756948296
 trade date 18/06/2022 19:33:02 period 19 volume:502.236102941556
 trade date 18/06/2022 19:33:02 period 20 volume:431.145954146584
 trade date 18/06/2022 19:33:02 period 21 volume:579.888039072923
 trade date 18/06/2022 19:33:02 period 22 volume:846.567018817443
 trade date 18/06/2022 19:33:02 period 23 volume:236.856715863969
 trade date 18/06/2022 19:33:02 period 24 volume:276.449742855714
 trade date 18/06/2022 19:33:02 period 1 volume:968.770584077002
 trade date 18/06/2022 19:33:02 period 2 volume:715.718576086554
 trade date 18/06/2022 19:33:02 period 3 volume:142.029676186866
 trade date 18/06/2022 19:33:02 period 4 volume:860.74857267586
 trade date 18/06/2022 19:33:02 period 5 volume:203.300775123435
 trade date 18/06/2022 19:33:02 period 6 volume:370.891119991844
 trade date 18/06/2022 19:33:02 period 7 volume:49.0846541007444
 trade date 18/06/2022 19:33:02 period 8 volume:43.2469495773534
 trade date 18/06/2022 19:33:02 period 9 volume:869.555824375504
 trade date 18/06/2022 19:33:02 period 10 volume:343.378598030367
 trade date 18/06/2022 19:33:02 period 11 volume:998.577179386549
 trade date 18/06/2022 19:33:02 period 12 volume:155.076749229374
 trade date 18/06/2022 19:33:02 period 13 volume:79.5477433500568
 trade date 18/06/2022 19:33:02 period 14 volume:352.649660945241
 trade date 18/06/2022 19:33:02 period 15 volume:271.615897431791
 trade date 18/06/2022 19:33:02 period 16 volume:788.575508998975
 trade date 18/06/2022 19:33:02 period 17 volume:792.204924296683
 trade date 18/06/2022 19:33:02 period 18 volume:985.737000585411
 trade date 18/06/2022 19:33:02 period 19 volume:456.013828728354
 trade date 18/06/2022 19:33:02 period 20 volume:359.154442026817
 trade date 18/06/2022 19:33:02 period 21 volume:104.104965973694
 trade date 18/06/2022 19:33:02 period 22 volume:555.432536897917
 trade date 18/06/2022 19:33:02 period 23 volume:680.723784342745
 trade date 18/06/2022 19:33:02 period 24 volume:228.849465599679
 trade date 18/06/2022 19:33:02 period 1 volume:919.267307929353
 trade date 18/06/2022 19:33:02 period 2 volume:617.941771456013
 trade date 18/06/2022 19:33:02 period 3 volume:455.97313551976
 trade date 18/06/2022 19:33:02 period 4 volume:493.668447944181
 trade date 18/06/2022 19:33:02 period 5 volume:182.37061155139
 trade date 18/06/2022 19:33:02 period 6 volume:698.466273349927
 trade date 18/06/2022 19:33:02 period 7 volume:967.745699439079
 trade date 18/06/2022 19:33:02 period 8 volume:761.749058385263
 trade date 18/06/2022 19:33:02 period 9 volume:894.858196328794
 trade date 18/06/2022 19:33:02 period 10 volume:669.831908619884
 trade date 18/06/2022 19:33:02 period 11 volume:146.776442018699
 trade date 18/06/2022 19:33:02 period 12 volume:461.873699660354
 trade date 18/06/2022 19:33:02 period 13 volume:230.014474238276
 trade date 18/06/2022 19:33:02 period 14 volume:561.524919961358
 trade date 18/06/2022 19:33:02 period 15 volume:350.848213932872
 trade date 18/06/2022 19:33:02 period 16 volume:124.016685934745
 trade date 18/06/2022 19:33:02 period 17 volume:446.59463569829
 trade date 18/06/2022 19:33:02 period 18 volume:189.842526423672
 trade date 18/06/2022 19:33:02 period 19 volume:787.577700236616
 trade date 18/06/2022 19:33:02 period 20 volume:273.26023405104
 trade date 18/06/2022 19:33:02 period 21 volume:31.3113168959093
 trade date 18/06/2022 19:33:02 period 22 volume:57.8112802737445
 trade date 18/06/2022 19:33:02 period 23 volume:349.682375485861
 trade date 18/06/2022 19:33:02 period 24 volume:451.739944262309
 trade date 18/06/2022 19:33:02 period 1 volume:267.956248143667
 trade date 18/06/2022 19:33:02 period 2 volume:628.378770141107
 trade date 18/06/2022 19:33:02 period 3 volume:811.55076381357
 trade date 18/06/2022 19:33:02 period 4 volume:929.57532821669
 trade date 18/06/2022 19:33:02 period 5 volume:826.182429132137
 trade date 18/06/2022 19:33:02 period 6 volume:459.024084480025
 trade date 18/06/2022 19:33:02 period 7 volume:608.434782181138
 trade date 18/06/2022 19:33:02 period 8 volume:44.1581197288624
 trade date 18/06/2022 19:33:02 period 9 volume:511.222415841754
 trade date 18/06/2022 19:33:02 period 10 volume:610.289029595577
 trade date 18/06/2022 19:33:02 period 11 volume:863.608849637028
 trade date 18/06/2022 19:33:02 period 12 volume:528.143333982743
 trade date 18/06/2022 19:33:02 period 13 volume:699.157232744227
 trade date 18/06/2022 19:33:02 period 14 volume:231.907534986691
 trade date 18/06/2022 19:33:02 period 15 volume:91.1391335963919
 trade date 18/06/2022 19:33:02 period 16 volume:905.231784519382
 trade date 18/06/2022 19:33:02 period 17 volume:565.964747483826
 trade date 18/06/2022 19:33:02 period 18 volume:142.034088327565
 trade date 18/06/2022 19:33:02 period 19 volume:222.328198245879
 trade date 18/06/2022 19:33:02 period 20 volume:225.217680551679
 trade date 18/06/2022 19:33:02 period 21 volume:664.791276056688
 trade date 18/06/2022 19:33:02 period 22 volume:790.270639485806
 trade date 18/06/2022 19:33:02 period 23 volume:413.728499977723
 trade date 18/06/2022 19:33:02 period 24 volume:614.44929410445
 trade date 18/06/2022 19:33:02 period 1 volume:700.441982923281
 trade date 18/06/2022 19:33:02 period 2 volume:103.087481624953
 trade date 18/06/2022 19:33:02 period 3 volume:137.139627308184
 trade date 18/06/2022 19:33:02 period 4 volume:201.941019018153
 trade date 18/06/2022 19:33:02 period 5 volume:791.440946418532
 trade date 18/06/2022 19:33:02 period 6 volume:866.558734731078
 trade date 18/06/2022 19:33:02 period 7 volume:243.417788875949
 trade date 18/06/2022 19:33:02 period 8 volume:462.192371237181
 trade date 18/06/2022 19:33:02 period 9 volume:713.163266290521
 trade date 18/06/2022 19:33:02 period 10 volume:433.441054277793
 trade date 18/06/2022 19:33:02 period 11 volume:418.089656819631
 trade date 18/06/2022 19:33:02 period 12 volume:480.490712207039
 trade date 18/06/2022 19:33:02 period 13 volume:715.103268025025
 trade date 18/06/2022 19:33:02 period 14 volume:50.2975224751502
 trade date 18/06/2022 19:33:02 period 15 volume:312.270887341476
 trade date 18/06/2022 19:33:02 period 16 volume:394.79955350738
 trade date 18/06/2022 19:33:02 period 17 volume:836.612027062388
 trade date 18/06/2022 19:33:02 period 18 volume:129.67433739904
 trade date 18/06/2022 19:33:02 period 19 volume:341.6310047459
 trade date 18/06/2022 19:33:02 period 20 volume:470.529889907003
 trade date 18/06/2022 19:33:02 period 21 volume:567.638893876057
 trade date 18/06/2022 19:33:02 period 22 volume:243.832212520685
 trade date 18/06/2022 19:33:02 period 23 volume:15.0292408722589
 trade date 18/06/2022 19:33:02 period 24 volume:731.141370595964
 trade date 18/06/2022 19:33:02 period 1 volume:805.915703906638
 trade date 18/06/2022 19:33:02 period 2 volume:392.568978663799
 trade date 18/06/2022 19:33:02 period 3 volume:96.2433778197707
 trade date 18/06/2022 19:33:02 period 4 volume:401.802648977285
 trade date 18/06/2022 19:33:02 period 5 volume:608.532130070279
 trade date 18/06/2022 19:33:02 period 6 volume:564.215609600868
 trade date 18/06/2022 19:33:02 period 7 volume:721.139946822608
 trade date 18/06/2022 19:33:02 period 8 volume:864.811480448028
 trade date 18/06/2022 19:33:02 period 9 volume:307.48381200595
 trade date 18/06/2022 19:33:02 period 10 volume:739.382042428191
 trade date 18/06/2022 19:33:02 period 11 volume:309.365878957028
 trade date 18/06/2022 19:33:02 period 12 volume:737.617862754323
 trade date 18/06/2022 19:33:02 period 13 volume:541.89748575068
 trade date 18/06/2022 19:33:02 period 14 volume:986.038174473698
 trade date 18/06/2022 19:33:02 period 15 volume:284.46809867605
 trade date 18/06/2022 19:33:02 period 16 volume:355.653508266273
 trade date 18/06/2022 19:33:02 period 17 volume:315.559369193185
 trade date 18/06/2022 19:33:02 period 18 volume:805.097520260651
 trade date 18/06/2022 19:33:02 period 19 volume:492.884772593568
 trade date 18/06/2022 19:33:02 period 20 volume:872.479911368564
 trade date 18/06/2022 19:33:02 period 21 volume:169.839500528686
 trade date 18/06/2022 19:33:02 period 22 volume:660.123419323994
 trade date 18/06/2022 19:33:02 period 23 volume:26.9467691085053
 trade date 18/06/2022 19:33:02 period 24 volume:78.5968047932707
 trade date 18/06/2022 19:33:02 period 1 volume:853.360488476865
 trade date 18/06/2022 19:33:02 period 2 volume:894.230018320601
 trade date 18/06/2022 19:33:02 period 3 volume:652.624445339956
 trade date 18/06/2022 19:33:02 period 4 volume:650.002909661272
 trade date 18/06/2022 19:33:02 period 5 volume:95.849091697414
 trade date 18/06/2022 19:33:02 period 6 volume:644.468359483624
 trade date 18/06/2022 19:33:02 period 7 volume:228.534397775556
 trade date 18/06/2022 19:33:02 period 8 volume:916.618519889479
 trade date 18/06/2022 19:33:02 period 9 volume:156.042660193538
 trade date 18/06/2022 19:33:02 period 10 volume:336.889779352066
 trade date 18/06/2022 19:33:02 period 11 volume:680.46833373628
 trade date 18/06/2022 19:33:02 period 12 volume:434.46296380575
 trade date 18/06/2022 19:33:02 period 13 volume:760.989256557538
 trade date 18/06/2022 19:33:02 period 14 volume:134.086147944483
 trade date 18/06/2022 19:33:02 period 15 volume:981.849437571061
 trade date 18/06/2022 19:33:02 period 16 volume:579.887977605633
 trade date 18/06/2022 19:33:02 period 17 volume:277.909885290037
 trade date 18/06/2022 19:33:02 period 18 volume:536.080262407698
 trade date 18/06/2022 19:33:02 period 19 volume:508.59377696579
 trade date 18/06/2022 19:33:02 period 20 volume:279.544903561261
 trade date 18/06/2022 19:33:02 period 21 volume:434.257570390709
 trade date 18/06/2022 19:33:02 period 22 volume:263.185186434158
 trade date 18/06/2022 19:33:02 period 23 volume:22.606107416845
 trade date 18/06/2022 19:33:02 period 24 volume:609.875564281771
 trade date 18/06/2022 19:33:02 period 1 volume:643.608222083938
 trade date 18/06/2022 19:33:02 period 2 volume:727.65415149166
 trade date 18/06/2022 19:33:02 period 3 volume:198.58940187776
 trade date 18/06/2022 19:33:02 period 4 volume:380.89536474128
 trade date 18/06/2022 19:33:02 period 5 volume:1.44287152283027
 trade date 18/06/2022 19:33:02 period 6 volume:138.671009400241
 trade date 18/06/2022 19:33:02 period 7 volume:385.703440469552
 trade date 18/06/2022 19:33:02 period 8 volume:681.359743551053
 trade date 18/06/2022 19:33:02 period 9 volume:974.545327469029
 trade date 18/06/2022 19:33:02 period 10 volume:577.385379736026
 trade date 18/06/2022 19:33:02 period 11 volume:968.210750244656
 trade date 18/06/2022 19:33:02 period 12 volume:896.43016499301
 trade date 18/06/2022 19:33:02 period 13 volume:945.123597022669
 trade date 18/06/2022 19:33:02 period 14 volume:406.700821317127
 trade date 18/06/2022 19:33:02 period 15 volume:96.2957810127622
 trade date 18/06/2022 19:33:02 period 16 volume:812.543149950236
 trade date 18/06/2022 19:33:02 period 17 volume:18.2925257916993
 trade date 18/06/2022 19:33:02 period 18 volume:843.989179396997
 trade date 18/06/2022 19:33:02 period 19 volume:595.214944610007
 trade date 18/06/2022 19:33:02 period 20 volume:186.194333334544
 trade date 18/06/2022 19:33:02 period 21 volume:698.611984354729
 trade date 18/06/2022 19:33:02 period 22 volume:629.756191572992
 trade date 18/06/2022 19:33:02 period 23 volume:261.306453617898
 trade date 18/06/2022 19:33:02 period 24 volume:919.76461974893
 trade date 18/06/2022 19:33:02 period 1 volume:143.404437295815
 trade date 18/06/2022 19:33:02 period 2 volume:825.248849496827
 trade date 18/06/2022 19:33:02 period 3 volume:959.740795176356
 trade date 18/06/2022 19:33:02 period 4 volume:74.5405657564013
 trade date 18/06/2022 19:33:02 period 5 volume:63.0941307465984
 trade date 18/06/2022 19:33:02 period 6 volume:492.026766525594
 trade date 18/06/2022 19:33:02 period 7 volume:764.899480978446
 trade date 18/06/2022 19:33:02 period 8 volume:558.832415639811
 trade date 18/06/2022 19:33:02 period 9 volume:142.356722216288
 trade date 18/06/2022 19:33:02 period 10 volume:132.466134211266
 trade date 18/06/2022 19:33:02 period 11 volume:887.204289383816
 trade date 18/06/2022 19:33:02 period 12 volume:532.666045023439
 trade date 18/06/2022 19:33:02 period 13 volume:662.910264294087
 trade date 18/06/2022 19:33:02 period 14 volume:564.1142155808
 trade date 18/06/2022 19:33:02 period 15 volume:394.087492671836
 trade date 18/06/2022 19:33:02 period 16 volume:945.461595405574
 trade date 18/06/2022 19:33:02 period 17 volume:370.800223374181
 trade date 18/06/2022 19:33:02 period 18 volume:691.727919826157
 trade date 18/06/2022 19:33:02 period 19 volume:510.665623708938
 trade date 18/06/2022 19:33:02 period 20 volume:256.124661888985
 trade date 18/06/2022 19:33:02 period 21 volume:477.143223619621
 trade date 18/06/2022 19:33:02 period 22 volume:176.468925167093
 trade date 18/06/2022 19:33:02 period 23 volume:924.896871636108
 trade date 18/06/2022 19:33:02 period 24 volume:840.919779539537
 trade date 18/06/2022 19:33:02 period 1 volume:739.366290969479
 trade date 18/06/2022 19:33:02 period 2 volume:243.007650246382
 trade date 18/06/2022 19:33:02 period 3 volume:766.032425112106
 trade date 18/06/2022 19:33:02 period 4 volume:191.613156437694
 trade date 18/06/2022 19:33:02 period 5 volume:419.352369578254
 trade date 18/06/2022 19:33:02 period 6 volume:75.0777707784799
 trade date 18/06/2022 19:33:02 period 7 volume:492.225576421351
 trade date 18/06/2022 19:33:02 period 8 volume:43.6996021511497
 trade date 18/06/2022 19:33:02 period 9 volume:312.762832880375
 trade date 18/06/2022 19:33:02 period 10 volume:286.385955888026
 trade date 18/06/2022 19:33:02 period 11 volume:787.203730916234
 trade date 18/06/2022 19:33:02 period 12 volume:317.472816592768
 trade date 18/06/2022 19:33:02 period 13 volume:701.621158375228
 trade date 18/06/2022 19:33:02 period 14 volume:250.34627702569
 trade date 18/06/2022 19:33:02 period 15 volume:516.750102637685
 trade date 18/06/2022 19:33:02 period 16 volume:823.313652921148
 trade date 18/06/2022 19:33:02 period 17 volume:465.229138948596
 trade date 18/06/2022 19:33:02 period 18 volume:538.305063982636
 trade date 18/06/2022 19:33:02 period 19 volume:105.724160143046
 trade date 18/06/2022 19:33:02 period 20 volume:602.605456301293
 trade date 18/06/2022 19:33:02 period 21 volume:594.627581813665
 trade date 18/06/2022 19:33:02 period 22 volume:601.383366902072
 trade date 18/06/2022 19:33:02 period 23 volume:574.648249696311
 trade date 18/06/2022 19:33:02 period 24 volume:401.555125322917
 trade date 18/06/2022 19:33:02 period 1 volume:49.7101536252118
 trade date 18/06/2022 19:33:02 period 2 volume:390.866464185932
 trade date 18/06/2022 19:33:02 period 3 volume:832.261908721301
 trade date 18/06/2022 19:33:02 period 4 volume:442.707398646841
 trade date 18/06/2022 19:33:02 period 5 volume:668.637974964752
 trade date 18/06/2022 19:33:02 period 6 volume:737.010198057168
 trade date 18/06/2022 19:33:02 period 7 volume:866.481197470092
 trade date 18/06/2022 19:33:02 period 8 volume:334.155662606543
 trade date 18/06/2022 19:33:02 period 9 volume:694.124603501579
 trade date 18/06/2022 19:33:02 period 10 volume:49.6023665413271
 trade date 18/06/2022 19:33:02 period 11 volume:901.801397512574
 trade date 18/06/2022 19:33:02 period 12 volume:378.756281630488
 trade date 18/06/2022 19:33:02 period 13 volume:723.084740211761
 trade date 18/06/2022 19:33:02 period 14 volume:330.94280461359
 trade date 18/06/2022 19:33:02 period 15 volume:865.233069688656
 trade date 18/06/2022 19:33:02 period 16 volume:135.043017163427
 trade date 18/06/2022 19:33:02 period 17 volume:837.820042314855
 trade date 18/06/2022 19:33:02 period 18 volume:145.677538190818
 trade date 18/06/2022 19:33:02 period 19 volume:534.431561145201
 trade date 18/06/2022 19:33:02 period 20 volume:874.236827657668
 trade date 18/06/2022 19:33:02 period 21 volume:631.368464618627
 trade date 18/06/2022 19:33:02 period 22 volume:966.203536356894
 trade date 18/06/2022 19:33:02 period 23 volume:748.074456932058
 trade date 18/06/2022 19:33:02 period 24 volume:488.322350889594
 trade date 18/06/2022 19:33:02 period 1 volume:722.844269928916
 trade date 18/06/2022 19:33:02 period 2 volume:692.701843889757
 trade date 18/06/2022 19:33:02 period 3 volume:213.321052591
 trade date 18/06/2022 19:33:02 period 4 volume:457.4343326769
 trade date 18/06/2022 19:33:02 period 5 volume:337.055056512847
 trade date 18/06/2022 19:33:02 period 6 volume:945.52647087049
 trade date 18/06/2022 19:33:02 period 7 volume:782.5886494399
 trade date 18/06/2022 19:33:02 period 8 volume:716.363175640052
 trade date 18/06/2022 19:33:02 period 9 volume:374.333158309727
 trade date 18/06/2022 19:33:02 period 10 volume:199.7181867248
 trade date 18/06/2022 19:33:02 period 11 volume:149.429538356806
 trade date 18/06/2022 19:33:02 period 12 volume:426.777310402495
 trade date 18/06/2022 19:33:02 period 13 volume:646.237323361559
 trade date 18/06/2022 19:33:02 period 14 volume:100.616840226863
 trade date 18/06/2022 19:33:02 period 15 volume:778.869553831811
 trade date 18/06/2022 19:33:02 period 16 volume:464.756990999336
 trade date 18/06/2022 19:33:02 period 17 volume:533.547419837465
 trade date 18/06/2022 19:33:02 period 18 volume:488.957234420328
 trade date 18/06/2022 19:33:02 period 19 volume:929.570414558784
 trade date 18/06/2022 19:33:02 period 20 volume:298.306963079752
 trade date 18/06/2022 19:33:02 period 21 volume:23.9501772559947
 trade date 18/06/2022 19:33:02 period 22 volume:739.025548444607
 trade date 18/06/2022 19:33:02 period 23 volume:875.902308093338
 trade date 18/06/2022 19:33:02 period 24 volume:966.255526973985
 trade date 18/06/2022 19:33:02 period 1 volume:968.212105319003
 trade date 18/06/2022 19:33:02 period 2 volume:319.772657155885
 trade date 18/06/2022 19:33:02 period 3 volume:811.735557304572
 trade date 18/06/2022 19:33:02 period 4 volume:415.049239720706
 trade date 18/06/2022 19:33:02 period 5 volume:560.307069942498
 trade date 18/06/2022 19:33:02 period 6 volume:653.53597917293
 trade date 18/06/2022 19:33:02 period 7 volume:733.164674012533
 trade date 18/06/2022 19:33:02 period 8 volume:871.52193201311
 trade date 18/06/2022 19:33:02 period 9 volume:697.734412130776
 trade date 18/06/2022 19:33:02 period 10 volume:386.984284216065
 trade date 18/06/2022 19:33:02 period 11 volume:170.686876946449
 trade date 18/06/2022 19:33:02 period 12 volume:257.881445464623
 trade date 18/06/2022 19:33:02 period 13 volume:837.580644915616
 trade date 18/06/2022 19:33:02 period 14 volume:930.60959732654
 trade date 18/06/2022 19:33:02 period 15 volume:14.5331225425625
 trade date 18/06/2022 19:33:02 period 16 volume:210.95468113709
 trade date 18/06/2022 19:33:02 period 17 volume:120.805104785042
 trade date 18/06/2022 19:33:02 period 18 volume:149.425081512623
 trade date 18/06/2022 19:33:02 period 19 volume:517.833465951417
 trade date 18/06/2022 19:33:02 period 20 volume:169.881831002367
 trade date 18/06/2022 19:33:02 period 21 volume:270.66595911545
 trade date 18/06/2022 19:33:02 period 22 volume:618.647944935899
 trade date 18/06/2022 19:33:02 period 23 volume:241.111446749937
 trade date 18/06/2022 19:33:02 period 24 volume:203.635964171791
 trade date 18/06/2022 19:33:02 period 1 volume:247.414081938292
 trade date 18/06/2022 19:33:02 period 2 volume:360.227182675259
 trade date 18/06/2022 19:33:02 period 3 volume:425.78840042734
 trade date 18/06/2022 19:33:02 period 4 volume:160.658644587108
 trade date 18/06/2022 19:33:02 period 5 volume:680.9089657296
 trade date 18/06/2022 19:33:02 period 6 volume:195.190112663056
 trade date 18/06/2022 19:33:02 period 7 volume:312.947853148425
 trade date 18/06/2022 19:33:02 period 8 volume:150.322620826924
 trade date 18/06/2022 19:33:02 period 9 volume:861.879710043725
 trade date 18/06/2022 19:33:02 period 10 volume:512.171222135504
 trade date 18/06/2022 19:33:02 period 11 volume:542.285361579752
 trade date 18/06/2022 19:33:02 period 12 volume:956.324473468738
 trade date 18/06/2022 19:33:02 period 13 volume:187.46024099526
 trade date 18/06/2022 19:33:02 period 14 volume:253.691023333786
 trade date 18/06/2022 19:33:02 period 15 volume:788.22564044419
 trade date 18/06/2022 19:33:02 period 16 volume:660.372416330675
 trade date 18/06/2022 19:33:02 period 17 volume:355.216594112672
 trade date 18/06/2022 19:33:02 period 18 volume:517.092446571725
 trade date 18/06/2022 19:33:02 period 19 volume:46.3405577681682
 trade date 18/06/2022 19:33:02 period 20 volume:788.952650869709
 trade date 18/06/2022 19:33:02 period 21 volume:606.509847848914
 trade date 18/06/2022 19:33:02 period 22 volume:210.286813886038
 trade date 18/06/2022 19:33:02 period 23 volume:255.594726305266
 trade date 18/06/2022 19:33:02 period 24 volume:695.232021946102
 final output 0 9587.00803042716
 final output 1 7662.16225766678
 final output 2 8383.7045418954
 final output 3 7222.17091974903
 final output 4 6791.06259569109
 final output 5 8851.72680665354
 final output 6 9181.18731406573
 final output 7 7938.946108771
 final output 8 9361.68605944221
 final output 9 6117.00066650147
 final output 10 9096.78533817492
 final output 11 8882.74516299495
 final output 12 9747.05529759967
 final output 13 6453.16544009986
 final output 14 7587.03823973752
 final output 15 8515.44016064864
 final output 16 7351.58173244055
 final output 17 7523.19323016479
 final output 18 8170.10228856006
 final output 19 7369.61878620536
 final output 20 7577.2840225032
 final output 21 8330.53769652291
 final output 22 6774.15409254569
 final output 23 9071.93076334518
Service is recall at 18/06/2022 19:41:21
 trade date 18/06/2022 19:41:22 period 1 volume:964.915274160409
 trade date 18/06/2022 19:41:22 period 2 volume:308.70397310178
 trade date 18/06/2022 19:41:22 period 3 volume:963.061739673401
 trade date 18/06/2022 19:41:22 period 4 volume:633.078043178226
 trade date 18/06/2022 19:41:22 period 5 volume:214.19973029485
 trade date 18/06/2022 19:41:22 period 6 volume:770.710652587335
 trade date 18/06/2022 19:41:22 period 7 volume:35.5364442968445
 trade date 18/06/2022 19:41:22 period 8 volume:867.303336443055
 trade date 18/06/2022 19:41:22 period 9 volume:45.9777154242516
 trade date 18/06/2022 19:41:22 period 10 volume:270.200522742328
 trade date 18/06/2022 19:41:22 period 11 volume:958.932827673356
 trade date 18/06/2022 19:41:22 period 12 volume:553.207613785382
 trade date 18/06/2022 19:41:22 period 13 volume:216.459968228107
 trade date 18/06/2022 19:41:22 period 14 volume:55.2914547991433
 trade date 18/06/2022 19:41:22 period 15 volume:439.033095929321
 trade date 18/06/2022 19:41:22 period 16 volume:75.4860234798333
 trade date 18/06/2022 19:41:22 period 17 volume:864.126941125899
 trade date 18/06/2022 19:41:22 period 18 volume:103.770177394045
 trade date 18/06/2022 19:41:22 period 19 volume:27.5741699280097
 trade date 18/06/2022 19:41:22 period 20 volume:819.102414799436
 trade date 18/06/2022 19:41:22 period 21 volume:979.611261738283
 trade date 18/06/2022 19:41:22 period 22 volume:115.853068007088
 trade date 18/06/2022 19:41:22 period 23 volume:96.9601939883829
 trade date 18/06/2022 19:41:22 period 24 volume:258.041871831772
 trade date 18/06/2022 19:41:22 period 1 volume:199.08184707122
 trade date 18/06/2022 19:41:22 period 2 volume:362.385405396291
 trade date 18/06/2022 19:41:22 period 3 volume:377.804184508419
 trade date 18/06/2022 19:41:22 period 4 volume:379.236696464585
 trade date 18/06/2022 19:41:22 period 5 volume:426.62433601293
 trade date 18/06/2022 19:41:22 period 6 volume:684.346011692819
 trade date 18/06/2022 19:41:22 period 7 volume:845.044571834172
 trade date 18/06/2022 19:41:22 period 8 volume:142.574060774676
 trade date 18/06/2022 19:41:22 period 9 volume:245.482025316675
 trade date 18/06/2022 19:41:22 period 10 volume:111.375622037507
 trade date 18/06/2022 19:41:22 period 11 volume:492.817229355135
 trade date 18/06/2022 19:41:22 period 12 volume:746.766478170998
 trade date 18/06/2022 19:41:22 period 13 volume:885.278106148019
 trade date 18/06/2022 19:41:22 period 14 volume:892.180253235707
 trade date 18/06/2022 19:41:22 period 15 volume:297.8866744311
 trade date 18/06/2022 19:41:22 period 16 volume:725.12047073111
 trade date 18/06/2022 19:41:22 period 17 volume:283.712406309188
 trade date 18/06/2022 19:41:22 period 18 volume:896.298344198753
 trade date 18/06/2022 19:41:22 period 19 volume:576.686087798647
 trade date 18/06/2022 19:41:22 period 20 volume:53.2776932480175
 trade date 18/06/2022 19:41:22 period 21 volume:666.899198511103
 trade date 18/06/2022 19:41:22 period 22 volume:373.24524734786
 trade date 18/06/2022 19:41:22 period 23 volume:281.042445116231
 trade date 18/06/2022 19:41:22 period 24 volume:212.843429861983
 trade date 18/06/2022 19:41:22 period 1 volume:167.083774771115
 trade date 18/06/2022 19:41:22 period 2 volume:78.3610116123971
 trade date 18/06/2022 19:41:22 period 3 volume:400.203213282024
 trade date 18/06/2022 19:41:22 period 4 volume:12.8979333736458
 trade date 18/06/2022 19:41:22 period 5 volume:490.344709945072
 trade date 18/06/2022 19:41:22 period 6 volume:782.011542367754
 trade date 18/06/2022 19:41:22 period 7 volume:804.658569770241
 trade date 18/06/2022 19:41:22 period 8 volume:811.312822071515
 trade date 18/06/2022 19:41:22 period 9 volume:394.566146840605
 trade date 18/06/2022 19:41:22 period 10 volume:28.1032002661858
 trade date 18/06/2022 19:41:22 period 11 volume:584.962830685527
 trade date 18/06/2022 19:41:22 period 12 volume:251.389249810665
 trade date 18/06/2022 19:41:22 period 13 volume:673.535424598276
 trade date 18/06/2022 19:41:22 period 14 volume:18.6408907261868
 trade date 18/06/2022 19:41:22 period 15 volume:123.612835595204
 trade date 18/06/2022 19:41:22 period 16 volume:297.967734419726
 trade date 18/06/2022 19:41:22 period 17 volume:852.615566389922
 trade date 18/06/2022 19:41:22 period 18 volume:166.213025882008
 trade date 18/06/2022 19:41:22 period 19 volume:901.569988067062
